lr-Adam,step,train_loss_step,epoch,val_loss_step,val_loss_epoch,train_loss_epoch
4.449460557856837e-06,49,,,,,
,49,0.039840396493673325,0,,,
5.825895665992239e-06,99,,,,,
,99,0.04772753641009331,0,,,
8.102654456762233e-06,149,,,,,
,149,0.04210279881954193,0,,,
1.1235343651974576e-05,199,,,,,
,199,0.03678174316883087,0,,,
1.5162880653201799e-05,249,,,,,
,249,0.04180702939629555,0,,,
1.98086845580608e-05,299,,,,,
,299,0.038618795573711395,0,,,
2.508216936947057e-05,349,,,,,
,349,0.039458341896533966,0,,,
3.0880510282614465e-05,399,,,,,
,399,0.036072079092264175,0,,,
3.709064860974123e-05,449,,,,,
,449,0.03990114852786064,0,,,
4.359149624986888e-05,499,,,,,
,499,0.03778427094221115,0,,,
5.0256296719638966e-05,549,,,,,
,549,0.03321875259280205,0,,,
5.695509670886785e-05,599,,,,,
,599,0.03535196930170059,0,,,
6.355727996928119e-05,649,,,,,
,649,0.034651122987270355,0,,,
6.99341141295168e-05,699,,,,,
,699,0.03276170417666435,0,,,
7.596126077743864e-05,749,,,,,
,749,0.028946271166205406,0,,,
8.1521199867036e-05,799,,,,,
,799,0.032422278076410294,0,,,
8.650552117771943e-05,849,,,,,
,849,0.032173603773117065,0,,,
9.081703814609816e-05,899,,,,,
,899,0.035044558346271515,0,,,
9.43716828537859e-05,949,,,,,
,949,0.03170088306069374,0,,,
9.710014522190091e-05,999,,,,,
,999,0.031648971140384674,0,,,
9.894922445050085e-05,1049,,,,,
,1049,0.02866489067673683,0,,,
9.988286635197149e-05,1099,,,,,
,1099,0.028747214004397392,0,,,
9.997762170368872e-05,1149,,,,,
,1149,0.0283040851354599,0,,,
9.979871550490316e-05,1199,,,,,
,1199,0.025956954807043076,0,,,
9.944154354509118e-05,1249,,,,,
,1249,0.028026942163705826,0,,,
,0,,,0.03486879542469978,,
,1,,,0.031650032848119736,,
,2,,,0.030622875317931175,,
,3,,,0.03098134510219097,,
,4,,,0.030487222597002983,,
,5,,,0.03451057896018028,,
,6,,,0.031815677881240845,,
,7,,,0.03113831952214241,,
,8,,,0.029418820515275,,
,9,,,0.03370027616620064,,
,10,,,0.03156426176428795,,
,11,,,0.03172435611486435,,
,12,,,0.03276317939162254,,
,13,,,0.03191610425710678,,
,14,,,0.03338474780321121,,
,15,,,0.0328218936920166,,
,16,,,0.0331900380551815,,
,17,,,0.032712165266275406,,
,18,,,0.031689684838056564,,
,19,,,0.03425421938300133,,
,20,,,0.03123111091554165,,
,21,,,0.029337257146835327,,
,22,,,0.03066622093319893,,
,23,,,0.035108186304569244,,
,24,,,0.02792569436132908,,
,25,,,0.03453068062663078,,
,26,,,0.03205988183617592,,
,27,,,0.03189333155751228,,
,28,,,0.030324170365929604,,
,29,,,0.031853850930929184,,
,30,,,0.03311504051089287,,
,31,,,0.029999924823641777,,
,32,,,0.033119235187768936,,
,33,,,0.030633533373475075,,
,34,,,0.03362266346812248,,
,35,,,0.03079923987388611,,
,36,,,0.03076571226119995,,
,37,,,0.031982626765966415,,
,38,,,0.03364818915724754,,
,39,,,0.03262847289443016,,
,40,,,0.032726485282182693,,
,41,,,0.031908754259347916,,
,42,,,0.030533188953995705,,
,43,,,0.033306729048490524,,
,44,,,0.033104997128248215,,
,45,,,0.033761121332645416,,
,46,,,0.03243023902177811,,
,47,,,0.03227580711245537,,
,48,,,0.02991674654185772,,
,49,,,0.032446086406707764,,
,50,,,0.034129031002521515,,
,51,,,0.030421162024140358,,
,52,,,0.03154894337058067,,
,53,,,0.034223590046167374,,
,54,,,0.034300994127988815,,
,55,,,0.034074049443006516,,
,56,,,0.032026417553424835,,
,57,,,0.03485832363367081,,
,58,,,0.031044552102684975,,
,59,,,0.029461562633514404,,
,60,,,0.031055867671966553,,
,61,,,0.03282569348812103,,
,62,,,0.029820162802934647,,
,63,,,0.032580532133579254,,
,64,,,0.032711584120988846,,
,65,,,0.0323956198990345,,
,66,,,0.030744433403015137,,
,67,,,0.03280724585056305,,
,68,,,0.02882259525358677,,
,69,,,0.03296547383069992,,
,70,,,0.033231306821107864,,
,71,,,0.03616390749812126,,
,72,,,0.0326077938079834,,
,73,,,0.030774815008044243,,
,74,,,0.033058516681194305,,
,75,,,0.03175383433699608,,
,76,,,0.03295111283659935,,
,77,,,0.03178480267524719,,
,78,,,0.031045908108353615,,
,79,,,0.031115947291254997,,
,80,,,0.030773645266890526,,
,81,,,0.03079204261302948,,
,82,,,0.032112911343574524,,
,83,,,0.029136646538972855,,
,84,,,0.031077349558472633,,
,85,,,0.03192126750946045,,
,86,,,0.03081422485411167,,
,87,,,0.037498898804187775,,
,88,,,0.033814407885074615,,
,89,,,0.031196553260087967,,
,90,,,0.03178880736231804,,
,91,,,0.03046485222876072,,
,92,,,0.031033704057335854,,
,93,,,0.03033396042883396,,
,94,,,0.03256653621792793,,
,95,,,0.03295854479074478,,
,96,,,0.032929614186286926,,
,97,,,0.03285859152674675,,
,98,,,0.03130219504237175,,
,99,,,0.031675755977630615,,
,100,,,0.03147388994693756,,
,101,,,0.03308385610580444,,
,102,,,0.03190012648701668,,
,103,,,0.03353242948651314,,
,104,,,0.030249491333961487,,
,105,,,0.03262424096465111,,
,106,,,0.032247867435216904,,
,107,,,0.0320272333920002,,
,108,,,0.03002164326608181,,
,109,,,0.03249802812933922,,
,110,,,0.032015662640333176,,
,111,,,0.02926240675151348,,
,112,,,0.028474319726228714,,
,113,,,0.030888646841049194,,
,114,,,0.03236018493771553,,
,115,,,0.031069640070199966,,
,116,,,0.031334999948740005,,
,117,,,0.034417204558849335,,
,118,,,0.03292832151055336,,
,119,,,0.03101181425154209,,
,120,,,0.0290069580078125,,
,121,,,0.032243188470602036,,
,122,,,0.031012047082185745,,
,123,,,0.03300608694553375,,
,124,,,0.02943807654082775,,
,125,,,0.03305790573358536,,
,126,,,0.0336378738284111,,
,127,,,0.03241715952754021,,
,128,,,0.031130969524383545,,
,129,,,0.031333472579717636,,
,130,,,0.03340216353535652,,
,131,,,0.032377373427152634,,
,132,,,0.03231604024767876,,
,133,,,0.035043731331825256,,
,134,,,0.032830435782670975,,
,135,,,0.02974845841526985,,
,136,,,0.02924170158803463,,
,137,,,0.029440855607390404,,
,138,,,0.029487377032637596,,
,139,,,0.03311493247747421,,
,140,,,0.03198667988181114,,
,141,,,0.0342060886323452,,
,142,,,0.0322611927986145,,
,143,,,0.03335392102599144,,
,144,,,0.03191910311579704,,
,145,,,0.03104470670223236,,
,146,,,0.033243630081415176,,
,147,,,0.031657107174396515,,
,148,,,0.03154405206441879,,
,149,,,0.03174604848027229,,
,150,,,0.03172977641224861,,
,151,,,0.028010034933686256,,
,152,,,0.032079387456178665,,
,153,,,0.03673364594578743,,
,154,,,0.03279421105980873,,
,155,,,0.030908584594726562,,
,156,,,0.03321750834584236,,
,157,,,0.03159620240330696,,
,158,,,0.0325389988720417,,
,159,,,0.030919590964913368,,
,160,,,0.03201127052307129,,
,161,,,0.030150694772601128,,
,162,,,0.027638280764222145,,
,163,,,0.028360283002257347,,
,164,,,0.033623602241277695,,
,165,,,0.030606001615524292,,
,166,,,0.030037207528948784,,
,167,,,0.031163036823272705,,
,168,,,0.03139429911971092,,
,169,,,0.03069506399333477,,
,170,,,0.03345954790711403,,
,171,,,0.028904318809509277,,
,172,,,0.031881362199783325,,
,173,,,0.03031928651034832,,
,174,,,0.031221523880958557,,
,175,,,0.028268296271562576,,
,176,,,0.028749261051416397,,
,177,,,0.032661888748407364,,
,178,,,0.03159330412745476,,
,179,,,0.0296944472938776,,
,180,,,0.03147178515791893,,
,181,,,0.031363409012556076,,
,182,,,0.03241599351167679,,
,183,,,0.03380299359560013,,
,184,,,0.03103228285908699,,
,185,,,0.03142167255282402,,
,186,,,0.029871243983507156,,
,187,,,0.03208833560347557,,
,188,,,0.033000484108924866,,
,189,,,0.03298071026802063,,
,190,,,0.031432583928108215,,
,191,,,0.03292692452669144,,
,192,,,0.03029348887503147,,
,193,,,0.031394340097904205,,
,194,,,0.03045138716697693,,
,195,,,0.03264887258410454,,
,196,,,0.03409161791205406,,
,197,,,0.031752195209264755,,
,198,,,0.029431993141770363,,
,199,,,0.03321906551718712,,
,200,,,0.03077521361410618,,
,201,,,0.030885620042681694,,
,202,,,0.032977934926748276,,
,203,,,0.0350026972591877,,
,204,,,0.032667092978954315,,
,205,,,0.03393781557679176,,
,206,,,0.02999354712665081,,
,207,,,0.03111150860786438,,
,208,,,0.03346453234553337,,
,209,,,0.030628520995378494,,
,210,,,0.03583339601755142,,
,211,,,0.03423386812210083,,
,212,,,0.03215635567903519,,
,213,,,0.031170109286904335,,
,214,,,0.03160674497485161,,
,215,,,0.03373182937502861,,
,216,,,0.0323987677693367,,
,217,,,0.028839582577347755,,
,218,,,0.03488725796341896,,
,219,,,0.03049423173069954,,
,220,,,0.032630328088998795,,
,221,,,0.03276410326361656,,
,222,,,0.03465651348233223,,
,223,,,0.03038213588297367,,
,224,,,0.031362831592559814,,
,225,,,0.031134402379393578,,
,226,,,0.029193270951509476,,
,227,,,0.03399433568120003,,
,228,,,0.030331427231431007,,
,229,,,0.029619857668876648,,
,230,,,0.02958669699728489,,
