lr-Adam,step,train_loss_step,epoch,val_loss_step,val_loss_epoch,train_loss_epoch
0.00020000226130803198,49,,,,,
,49,0.06031336262822151,0,,,
0.00020000923076605483,99,,,,,
,99,0.027143189683556557,0,,,
0.00020002090930221206,149,,,,,
,149,0.03399249166250229,0,,,
0.00020003729689358884,199,,,,,
,199,0.06088956445455551,0,,,
0.00020005839350803294,249,,,,,
,249,0.022175630554556847,0,,,
0.0002000841991041469,299,,,,,
,299,0.027352603152394295,0,,,
0.0002001147136312994,349,,,,,
,349,0.029550299048423767,0,,,
0.00020014993702961639,399,,,,,
,399,0.028692515566945076,0,,,
0.0002001898692299848,449,,,,,
,449,0.052719708532094955,0,,,
0.00020023451015405234,499,,,,,
,499,0.02207260951399803,0,,,
0.00020028385971422938,549,,,,,
,549,0.020261306315660477,0,,,
0.00020033791781368538,599,,,,,
,599,0.020874131470918655,0,,,
0.00020039668434635154,649,,,,,
,649,0.02510642819106579,0,,,
0.00020046015919692167,699,,,,,
,699,0.022326089441776276,0,,,
0.0002005283422408478,749,,,,,
,749,0.020279129967093468,0,,,
0.00020060123334434896,799,,,,,
,799,0.01733696460723877,0,,,
0.00020067883236440237,849,,,,,
,849,0.017097195610404015,0,,,
0.00020076113914874877,899,,,,,
,899,0.01619584672152996,0,,,
0.00020084815353589407,949,,,,,
,949,0.011814356781542301,0,,,
0.00020093987535510418,999,,,,,
,999,0.01189662516117096,0,,,
0.00020103630442640935,1049,,,,,
,1049,0.006488242652267218,0,,,
0.00020113744056060416,1099,,,,,
,1099,0.01830979995429516,0,,,
0.00020124328355924578,1149,,,,,
,1149,0.013490176759660244,0,,,
0.0002013538332146592,1199,,,,,
,1199,0.016308123245835304,0,,,
0.00020146908930993197,1249,,,,,
,1249,0.02008630894124508,0,,,
0.00020158905161891602,1299,,,,,
,1299,0.010597513988614082,0,,,
0.00020171371990623192,1349,,,,,
,1349,0.012098352424800396,0,,,
0.00020184309392726456,1399,,,,,
,1399,0.01542644202709198,0,,,
0.00020197717342816494,1449,,,,,
,1449,0.008916628547012806,0,,,
0.0002021159581458553,1499,,,,,
,1499,0.0065765175968408585,0,,,
0.00020225944780802047,1549,,,,,
,1549,0.01713290624320507,0,,,
0.00020240764213311658,1599,,,,,
,1599,0.010003488510847092,0,,,
0.0002025605408303684,1649,,,,,
,1649,0.011338609270751476,0,,,
0.00020271814359977026,1699,,,,,
,1699,0.007820939645171165,0,,,
0.00020288045013208602,1749,,,,,
,1749,0.0246360432356596,0,,,
0.00020304746010884906,1799,,,,,
,1799,0.0135562215000391,0,,,
0.0002032191732023658,1849,,,,,
,1849,0.013111192733049393,0,,,
,0,,,0.009658426977694035,,
,1,,,0.006167752668261528,,
,2,,,0.005133637227118015,,
,3,,,0.0042389496229588985,,
,4,,,0.004004686139523983,,
,5,,,0.005070984363555908,,
,6,,,0.008445531129837036,,
,7,,,0.008703917264938354,,
,8,,,0.004223923198878765,,
,9,,,0.004946116823703051,,
,10,,,0.004573734477162361,,
,11,,,0.007470734417438507,,
,12,,,0.0062089236453175545,,
,13,,,0.006350446958094835,,
,14,,,0.006526843179017305,,
,15,,,0.008306319825351238,,
,16,,,0.005819711368530989,,
,17,,,0.004954617470502853,,
,18,,,0.005029892083257437,,
,19,,,0.005183935631066561,,
,20,,,0.003956477623432875,,
,21,,,0.004892327822744846,,
,22,,,0.007000945508480072,,
,23,,,0.006805271375924349,,
,24,,,0.007857310585677624,,
,25,,,0.009280839003622532,,
,26,,,0.005892203655093908,,
,27,,,0.004723432939499617,,
,28,,,0.007068380247801542,,
,29,,,0.00653846375644207,,
,30,,,0.006929113529622555,,
,31,,,0.005745121743530035,,
,32,,,0.005274070426821709,,
,33,,,0.005152837838977575,,
,34,,,0.0071935285814106464,,
,35,,,0.004164829384535551,,
,36,,,0.0033179086167365313,,
,37,,,0.005051577463746071,,
,38,,,0.004618906415998936,,
,39,,,0.0074871256947517395,,
,40,,,0.00806842464953661,,
,41,,,0.005121523980051279,,
,42,,,0.005893731024116278,,
,43,,,0.005409546196460724,,
,44,,,0.006480083335191011,,
,45,,,0.005795219913125038,,
,46,,,0.0072617544792592525,,
,47,,,0.006644133944064379,,
,48,,,0.005448003765195608,,
,49,,,0.004728230182081461,,
,50,,,0.007666891906410456,,
,51,,,0.010654736310243607,,
,52,,,0.00529312202706933,,
,53,,,0.005063806194812059,,
,54,,,0.005489547271281481,,
,55,,,0.0049536568112671375,,
,56,,,0.005691450089216232,,
,57,,,0.005765493493527174,,
,58,,,0.0049856798723340034,,
,59,,,0.004076726268976927,,
,60,,,0.005374998785555363,,
,61,,,0.005879026371985674,,
,62,,,0.0038289702497422695,,
,63,,,0.005586095154285431,,
,64,,,0.005131994839757681,,
,65,,,0.004098668694496155,,
,66,,,0.004449931904673576,,
,67,,,0.004708927124738693,,
,68,,,0.003623531898483634,,
