lr-Adam,step,train_loss_step,epoch
0.00040000452261606395,49,,
,49,0.05237003415822983,0
0.00040001846153210965,99,,
,99,0.02628670632839203,0
0.0004000418186044241,149,,
,149,0.03444444015622139,0
0.0004000745937871777,199,,
,199,0.06283335387706757,0
0.00040011678701606587,249,,
,249,0.02328203245997429,0
0.0004001683982082938,299,,
,299,0.027668291702866554,0
